,pc_brand,pc_model,elt_condition,elt_warranty (tháng),desktop_screen_size (inch),pc_cpu,pc_ram (GB),pc_vga,pc_drive_capacity (GB),elt_origin,classify,price
5369,HP,Elitebook,Mới,1,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,4.500.000 đ
5370,Samsung,Galaxyboook,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,Onboard,512,Nước khác,laptop,15.990.000 đ
5371,HP,Envy,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,Onboard,1000,Nước khác,laptop,3.250.000 đ
5372,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,32.0,Onboard,512,Nước khác,laptop,16.999.999 đ
5373,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,4.0,Onboard,500,Nước khác,laptop,2.800.000 đ
5374,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,512,Nước khác,laptop,16.500.000 đ
5375,MSI,GP Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,NVIDIA,512,Nước khác,laptop,10.500.000 đ
5376,Toshiba,Portege,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,3.390.000 đ
5377,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,4.0,Onboard,500,Nước khác,laptop,1.999.999 đ
5378,Hãng Khác,Dòng khác,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,700.000 đ
5379,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,1.300.000 đ
5380,Dell,Precision,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,8.0,NVIDIA,128,Nước khác,laptop,4.000.000 đ
5381,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,14,Ryzen 5,8.0,AMD,256,Nước khác,laptop,7.800.000 đ
5382,Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Việt Nam,laptop,15.900.000 đ
5383,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,Onboard,128,Mỹ,laptop,4.600.000 đ
5384,Sony,Vaio Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,3.200.000 đ
5385,Dell,XPS,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,512,Nước khác,laptop,19.990.000 đ
5386,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,3.900.000 đ
5387,Acer,Aspire,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,NVIDIA,256,Việt Nam,laptop,5.800.000 đ
5388,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core 2 Duo,2.0,Onboard,320,Nước khác,laptop,1.050.000 đ
5389,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,6.500.000 đ
5390,Acer,Aspire,Mới,12,10,Intel Core i3,6.0,Onboard,256,Hàn Quốc,laptop,2.200.000 đ
5391,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i5,8.0,Onboard,128,Nhật Bản,laptop,4.150.000 đ
5392,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,3.600.000 đ
5393,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i7,8.0,Onboard,256,Nước khác,laptop,4.000.000 đ
5394,Dell,Latitude,Mới,3,12,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,4.280.000 đ
5395,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,16.0,Onboard,512,Nước khác,laptop,11.490.000 đ
5396,HP,ProBook,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,5.300.000 đ
5397,Dell,Precision,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,7.000.000 đ
5398,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i3,4.0,Onboard,120,Việt Nam,laptop,2.200.000 đ
5399,HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,7.600.000 đ
5400,Apple,MacBook,Đã sử dụng (qua sửa chữa),1,16,Intel Core i7,8.0,Onboard,256,Mỹ,laptop,6.800.000 đ
5401,HP,Victus,Mới,12,16,Ryzen 5,8.0,NVIDIA,512,Việt Nam,laptop,16.300.000 đ
5402,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Trung Quốc,laptop,4.599.000 đ
5403,HP,OMEN,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,16.0,NVIDIA,256,Nhật Bản,laptop,8.500.000 đ
5404,Acer,Aspire,Đã sử dụng (chưa sửa chữa),0,14,AMD,4.0,AMD,250,Đài Loan,laptop,1.500.000 đ
5405,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0,16,Intel Celeron,4.0,Onboard,500,Mỹ,laptop,1.300.000 đ
5406,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i5,8.0,Onboard,640,Nước khác,laptop,2.000.000 đ
5407,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,Onboard,120,Việt Nam,laptop,5.300.000 đ
5408,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),5,14,Intel Core i7,16.0,Onboard,256,Nước khác,laptop,12.500.000 đ
5409,Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,16.0,Onboard,512,Nước khác,laptop,15.990.000 đ
5410,Asus,Transformer Book,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,4.0,AMD,500,Nước khác,laptop,4.500.000 đ
5411,HP,ProBook,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,8.0,Onboard,250,Nước khác,laptop,2.950.000 đ
5412,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,16.0,NVIDIA,512,Nước khác,laptop,15.500.000 đ
5413,Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),12,14,Apple M1,16.0,Onboard,1000,Nước khác,laptop,27.000.000 đ
5414,Asus,X Series,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,4.0,NVIDIA,128,Nước khác,laptop,3.500.000 đ
5415,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,256,Nước khác,laptop,7.990.000 đ
5416,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i3,8.0,Onboard,128,Nước khác,laptop,4.200.000 đ
5417,Dell,Vostro,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,Onboard,250,Nước khác,laptop,3.800.000 đ
5418,HP,ProBook,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,5.790.000 đ
5419,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,3.000.000 đ
5420,HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,6.500.000 đ
5421,Dell,Precision,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,16.0,NVIDIA,256,Mỹ,laptop,9.200.000 đ
5422,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,4.0,NVIDIA,128,Nước khác,laptop,3.190.000 đ
5423,Apple,MacBook Air M1,Mới,1,14,Apple M1,8.0,Onboard,256,Việt Nam,laptop,15.800.000 đ
5424,Dell,Latitude,Đã sử dụng (chưa sửa chữa),5,14,Intel Core i5,16.0,Onboard,512,Mỹ,laptop,11.000.000 đ
5425,HP,Elitebook,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,6.700.000 đ
5426,Asus,ASUSPRO,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,NVIDIA,128,Việt Nam,laptop,3.500.000 đ
5427,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,5.500.000 đ
5428,Microsoft,Surface Book 2,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,Onboard,1000,Việt Nam,laptop,11.500.000 đ
5429,Dell,Latitude,Đã sử dụng (qua sửa chữa),0,14,Intel Core i5,8.0,NVIDIA,120,Nước khác,laptop,1.900.000 đ
5430,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,128,Trung Quốc,laptop,4.500.000 đ
5431,Lenovo,Yoga,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,Onboard,512,Mỹ,laptop,8.499.000 đ
5432,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,16.0,Onboard,256,Nước khác,laptop,6.850.000 đ
5433,Apple,MacBook Air M2,Mới,1,14,Apple M2,16.0,Onboard,256,Việt Nam,laptop,27.200.000 đ
5434,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,4.500.000 đ
5435,HP,Envy,Đã sử dụng (chưa sửa chữa),3,16,Ryzen 5,16.0,AMD,512,Nước khác,laptop,9.990.000 đ
5436,Acer,Nitro 5,Mới,3,16,Intel Core i7,8.0,NVIDIA,512,Việt Nam,laptop,15.999.999 đ
5437,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,AMD,750,Nước khác,laptop,5.250.000 đ
5438,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,6.000.000 đ
5439,Microsoft,Surface Pro 8,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,20.500.000 đ
5440,Acer,Aspire,Mới,9,16,Intel Core i5,8.0,Onboard,256,Trung Quốc,laptop,9.800.000 đ
5441,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,2.0,AMD,320,Mỹ,laptop,560.000 đ
5442,Sony,Vaio Series,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,2.0,NVIDIA,500,Nước khác,laptop,799.900 đ
5443,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,4.0,Onboard,128,Nước khác,laptop,2.000.000 đ
5444,HP,Elitebook,Đã sử dụng (chưa sửa chữa),5,12,Intel Core i7,4.0,Onboard,120,Nước khác,laptop,5.000.000 đ
5445,Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,16.0,Onboard,256,Nước khác,laptop,12.888.000 đ
5446,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),5,16,Intel Core i3,4.0,Onboard,256,Việt Nam,laptop,6.500.000 đ
5447,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,16.0,Onboard,256,Mỹ,laptop,2.690.000 đ
5448,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,6.499.000 đ
5449,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,8.0,NVIDIA,256,Nước khác,laptop,6.800.000 đ
5450,Hãng Khác,Dòng khác,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,256,Nước khác,laptop,3.900.000 đ
5451,MSI,GF Series,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,16.0,NVIDIA,512,Đài Loan,laptop,13.500.000 đ
5452,Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),9,16,Apple M1,32.0,Onboard,512,Việt Nam,laptop,42.500.000 đ
5453,Dell,Latitude,Đã sử dụng (qua sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,5.900.000 đ
5454,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),9,16,Ryzen 5,8.0,NVIDIA,512,Đài Loan,laptop,21.900.000 đ
5455,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,4.0,Onboard,500,Việt Nam,laptop,1.500.000 đ
5456,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i3,16.0,AMD,640,Nước khác,laptop,2.000.000 đ
5457,Apple,MacBook Pro M1,Mới,1,16,Apple M1,64.0,Onboard,256,Việt Nam,laptop,72.500.000 đ
5458,Dell,Latitude,Mới,0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,11.500.000 đ
5459,Dell,Alienware,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i7,16.0,NVIDIA,256,Nhật Bản,laptop,10.800.000 đ
5460,Dell,Vostro,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,2.900.000 đ
5461,Acer,Aspire,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i3,6.0,AMD,500,Nước khác,laptop,4.500.000 đ
5462,Dell,Alienware,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,NVIDIA,256,Mỹ,laptop,14.900.000 đ
5463,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i3,8.0,Onboard,256,Nước khác,laptop,6.300.000 đ
5464,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,Onboard,256,Nước khác,laptop,3.200.000 đ
5465,Asus,X Series,Đã sử dụng (chưa sửa chữa),1,16,Intel Celeron,4.0,Onboard,128,Nước khác,laptop,2.500.000 đ
5466,Dell,Precision,Mới,3,16,Intel Core i7,16.0,NVIDIA,512,Mỹ,laptop,14.900.000 đ
5467,Hãng Khác,Dòng khác,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,4.0,Onboard,256,Nước khác,laptop,4.700.000 đ
5468,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,4.0,Onboard,128,Nước khác,laptop,7.000.000 đ
5469,Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),9,14,Intel Core i9,4.0,Onboard,256,Đức,laptop,2.000.000 đ
5470,Hãng Khác,Dòng khác,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,NVIDIA,256,Nước khác,laptop,5.700.000 đ
5471,Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),5,14,Apple M1,8.0,Onboard,256,Việt Nam,laptop,15.800.000 đ
5472,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,5.100.000 đ
5473,Dell,XPS,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,NVIDIA,512,Mỹ,laptop,18.000.000 đ
5474,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i3,4.0,Onboard,256,Nước khác,laptop,5.000.000 đ
5475,HP,ProBook,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,500,Nhật Bản,laptop,5.500.000 đ
5476,Dell,Vostro,Đã sử dụng (chưa sửa chữa),3,16,Intel Core i5,8.0,NVIDIA,512,Việt Nam,laptop,8.500.000 đ
5477,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,16.0,AMD,512,Mỹ,laptop,13.800.000 đ
5478,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1,16,Ryzen 7,8.0,NVIDIA,512,Nước khác,laptop,8.500.000 đ
5479,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,Onboard,256,Nước khác,laptop,7.000.000 đ
5480,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,4.0,Onboard,128,Việt Nam,laptop,1.850.000 đ
5481,Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,NVIDIA,512,Nước khác,laptop,13.200.000 đ
5482,Lenovo,ThinkPad,Mới,0,16,Ryzen 7,8.0,NVIDIA,512,Nước khác,laptop,19.900.000 đ
5483,Microsoft,Surface 2,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,5.999.000 đ
5484,Microsoft,Surface Go,Đã sử dụng (chưa sửa chữa),0,10,Intel Pentium,8.0,Onboard,128,Mỹ,laptop,3.199.000 đ
5485,Apple,MacBook Air M2,Đã sử dụng (chưa sửa chữa),0,14,Apple M2,8.0,Onboard,256,Việt Nam,laptop,22.000.000 đ
5486,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,NVIDIA,640,Nước khác,laptop,8.800.000 đ
5487,Dell,Precision,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i9,16.0,NVIDIA,700,Nước khác,laptop,20.990.000 đ
5488,Dell,Latitude,Đã sử dụng (chưa sửa chữa),5,16,Intel Core i7,16.0,NVIDIA,512,Mỹ,laptop,8.500.000 đ
5489,Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,512,Nước khác,laptop,17.500.000 đ
5490,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,16.0,Onboard,256,Nước khác,laptop,13.000.000 đ
5491,Acer,Aspire,Đã sử dụng (chưa sửa chữa),5,14,Intel Core i3,2.0,AMD,500,Đài Loan,laptop,1.650.000 đ
5492,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,120,Nước khác,laptop,3.200.000 đ
5493,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,4.0,Onboard,128,Mỹ,laptop,2.200.000 đ
5494,Dell,XPS,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,250,Nước khác,laptop,8.999.999 đ
5495,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,4.0,Onboard,256,Việt Nam,laptop,8.000.000 đ
5496,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,NVIDIA,512,Nước khác,laptop,14.500.000 đ
5497,Sony,Vaio Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,500,Nước khác,laptop,1.400.000 đ
5498,Acer,Aspire,Đã sử dụng (chưa sửa chữa),0,16,Intel Celeron,8.0,Onboard,256,Nước khác,laptop,2.190.000 đ
5499,HP,Spectre,Mới,3,14,Intel Core i7,16.0,Onboard,512,Mỹ,laptop,24.900.000 đ
5500,HP,Pavilion,Đã sử dụng (chưa sửa chữa),3,14,Intel Pentium,4.0,Onboard,256,Đài Loan,laptop,3.300.000 đ
5501,Microsoft,Surface Book 2,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,7.900.000 đ
5502,Asus,X Series,Đã sử dụng (chưa sửa chữa),3,14,Intel Celeron,4.0,Onboard,128,Trung Quốc,laptop,2.500.000 đ
5503,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,5.000.000 đ
5504,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,8.0,NVIDIA,256,Nước khác,laptop,4.500.000 đ
5505,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),0,14,Intel Celeron,4.0,Onboard,128,Nước khác,laptop,1.650.000 đ
5506,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,256,Nước khác,laptop,5.500.000 đ
5507,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,5.900.000 đ
5508,Lenovo,IdeaPad,Mới,12,14,Intel Core i5,8.0,Onboard,512,Nước khác,laptop,6.500.000 đ
5509,Microsoft,Surface Book,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,8.0,NVIDIA,256,Mỹ,laptop,6.500.000 đ
5510,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,4.0,NVIDIA,128,Việt Nam,laptop,1.900.000 đ
5511,HP,Elitebook,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,16.0,Onboard,512,Việt Nam,laptop,12.900.000 đ
5512,Dell,XPS,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,512,Nước khác,laptop,1.050.000 đ
5513,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,16,AMD,8.0,AMD,256,Nước khác,laptop,4.400.000 đ
5514,Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,16.0,Onboard,512,Nước khác,laptop,12.000.000 đ
5515,Apple,MacBook Air M2,Đã sử dụng (chưa sửa chữa),9,14,Apple M2,8.0,Onboard,256,Việt Nam,laptop,22.500.000 đ
5516,Dell,Vostro,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,Onboard,250,Nước khác,laptop,4.300.000 đ
5517,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,4.0,Onboard,320,Nước khác,laptop,2.700.000 đ
5518,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,4.300.000 đ
5519,HP,Elitebook,Đã sử dụng (chưa sửa chữa),0,21,Intel Celeron,4.0,Onboard,120,Nước khác,laptop,2.300.000 đ
5520,Asus,X Series,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i3,8.0,NVIDIA,500,Việt Nam,laptop,3.000.000 đ
5521,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,4.0,Onboard,250,Nước khác,laptop,1.450.000 đ
5522,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i5,8.0,Onboard,128,Nhật Bản,laptop,3.990.000 đ
5523,Dell,Vostro,Đã sử dụng (chưa sửa chữa),0,16,Ryzen 5,16.0,AMD,512,Nước khác,laptop,9.800.000 đ
5524,MSI,GF Series,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i5,8.0,NVIDIA,512,Việt Nam,laptop,9.500.000 đ
5525,Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,10.500.000 đ
5526,Dell,Latitude,Mới,1,16,Intel Core i7,16.0,Onboard,1000,Mỹ,laptop,25.000.000 đ
5527,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,256,Nước khác,laptop,17.000.000 đ
5528,Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,Onboard,1000,Mỹ,laptop,10.000.000 đ
5529,Dell,Precision,Đã sử dụng (chưa sửa chữa),1,16,Intel Core i7,32.0,NVIDIA,1000,Mỹ,laptop,24.500.000 đ
5530,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0,12,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,3.800.000 đ
5531,Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),1,14,Apple M1,16.0,Onboard,1000,Nước khác,laptop,24.000.000 đ
5532,Dell,Latitude,Đã sử dụng (chưa sửa chữa),9,14,Intel Core i5,16.0,Onboard,512,Mỹ,laptop,10.500.000 đ
5533,Panasonic,CF,Đã sử dụng (chưa sửa chữa),3,12,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,3.700.000 đ
5534,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,4.0,Onboard,500,Nước khác,laptop,1.850.000 đ
5535,Dell,Precision Mobile Workstations,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,NVIDIA,480,Mỹ,laptop,2.800.000 đ
5536,Dell,Precision,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,NVIDIA,250,Mỹ,laptop,10.500.000 đ
5537,Asus,Zenbook Series,Đã sử dụng (chưa sửa chữa),1,14,Ryzen 5,8.0,NVIDIA,256,Mỹ,laptop,8.300.000 đ
5538,Acer,Aspire,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,16.0,NVIDIA,1000,Nước khác,laptop,8.900.000 đ
5539,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,Onboard,128,Việt Nam,laptop,5.000.000 đ
5540,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,7.500.000 đ
5541,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i7,16.0,Onboard,512,Nhật Bản,laptop,10.500.000 đ
5542,Asus,VivoBook S Series,Đã sử dụng (qua sửa chữa),0,14,Intel Core i3,4.0,Onboard,500,Nước khác,laptop,2.800.000 đ
5543,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3,14,Intel Core i5,8.0,Onboard,256,Việt Nam,laptop,6.700.000 đ
5544,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i5,8.0,Onboard,256,Nhật Bản,laptop,2.900.000 đ
5545,HP,ProBook,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i3,6.0,Onboard,500,Nước khác,laptop,1.100.000 đ
5546,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Trung Quốc,laptop,5.900.000 đ
5547,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,3.800.000 đ
5548,Dell,Precision,Đã sử dụng (chưa sửa chữa),1,18,Intel Core i7,32.0,NVIDIA,1000,Mỹ,laptop,22.000.000 đ
5549,HP,ProBook,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,2.600.000 đ
5550,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),1,12,Intel Core i5,8.0,Onboard,128,Nước khác,laptop,3.499.000 đ
5551,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Nước khác,laptop,3.199.000 đ
5552,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,16.0,Onboard,256,Nước khác,laptop,8.200.000 đ
5553,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i5,8.0,Onboard,256,Mỹ,laptop,6.900.000 đ
5554,Microsoft,Surface,Đã sử dụng (chưa sửa chữa),1,14,Intel Core i7,16.0,AMD,256,Việt Nam,laptop,20.900.000 đ
5555,Dell,Vostro,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i5,8.0,Onboard,500,Nước khác,laptop,8.000.000 đ
5556,Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),0,14,Intel Core i7,8.0,Onboard,256,Nước khác,laptop,6.500.000 đ
